record_id,date,property_type,location,competitor_price,dynamic_price,demand_forecast,available_units,units_sold,revenue,resource_utilization,customer_id,customer_age,customer_gender,loyalty_tier,booking_channel,booking_lead_time_days,segment,campaign_id,promo_sent,promo_response,promo_click_rate,sentiment_score,ancillary_purchase,avg_spend_on_site,staff_hours,maintenance_flag,energy_consumption,delay_minutes,risk_level,route_distance_km,flight_speed_knots,fdm_anomaly_flag
122,2024-10-31,Flight,SIN,433.12,499.14,0.65,328,215,107315.1,0.655,27340,32,M,Gold,OTA,72,Leisure,CAMP_A,True,False,0.27,-0.95,True,54.43,24.1,False,2282.82,28.87,Medium,11784.0,853.97,False
123,2024-01-29,Flight,DXB,559.26,738.88,0.82,197,163,120437.44,0.827,37620,62,M,None,Agent,45,Business,CAMP_A,True,False,0.51,-0.61,False,31.88,32.0,False,1697.85,30.75,Medium,11496.0,758.87,False
124,2024-01-28,Hotel,JFK,76.93,117.35,1.03,105,105,12321.75,1.0,49783,68,M,None,Direct,108,Leisure,NONE,False,False,0.0,0.1,False,16.88,9.61,False,124.22,13.58,Low,,,
125,2024-05-29,Hotel,LHR,165.28,231.96,0.9,281,253,58685.88,0.9,22976,25,M,Platinum,Agent,58,Business,CAMP_A,True,False,0.56,-0.45,False,68.67,8.43,False,85.22,11.3,Low,,,
126,2024-07-10,Flight,SYD,465.89,524.55,0.63,380,236,123793.8,0.621,24175,62,F,Silver,Corporate,17,Business,CAMP_B,True,False,0.3,0.48,True,39.54,25.36,False,2041.28,9.09,Low,7015.0,871.14,False
127,2024-07-12,Flight,SIN,675.25,794.45,0.68,285,191,151739.95,0.67,43403,24,M,None,Corporate,119,Business,NONE,False,False,0.0,0.41,True,33.24,25.87,False,1638.21,52.76,Medium,6665.0,853.68,False
128,2024-02-17,Hotel,JFK,238.55,312.26,0.81,171,138,43091.88,0.807,25379,62,F,None,Corporate,83,Leisure,CAMP_A,True,False,0.44,0.22,False,67.91,6.7,False,147.27,2.92,Low,,,
129,2024-07-31,Hotel,CDG,218.1,252.33,0.66,209,132,33307.56,0.632,38584,61,F,Silver,Direct,40,Family,CAMP_B,True,False,0.16,0.78,True,98.29,7.24,False,90.14,9.39,Low,,,
130,2024-04-15,Flight,HKG,275.23,361.66,0.81,339,279,100903.14,0.823,37091,48,F,Silver,Direct,66,Business,CAMP_B,True,False,0.25,0.19,True,75.8,32.27,False,2243.63,40.51,Low,9463.0,824.02,False
131,2024-09-23,Hotel,DXB,325.05,443.84,0.87,53,42,18641.28,0.792,42120,45,M,None,Corporate,117,Other,CAMP_A,True,False,0.34,0.28,False,53.41,9.65,False,153.8,8.25,Medium,,,
132,2024-01-16,Hotel,CDG,238.51,255.58,0.57,166,89,22746.62,0.536,19711,39,M,Gold,Direct,107,Family,CAMP_B,True,True,0.19,0.04,False,72.83,9.74,False,222.86,15.71,Low,,,
133,2024-06-01,Hotel,SIN,302.81,409.63,0.85,262,223,91347.49,0.851,41581,29,F,None,OTA,33,Leisure,CAMP_A,True,True,0.28,0.77,True,19.42,11.51,False,138.53,9.77,Medium,,,
134,2024-10-02,Hotel,SIN,263.73,288.06,0.59,117,66,19011.96,0.564,23363,38,M,None,OTA,41,Business,CAMP_A,True,False,0.45,-0.32,False,24.62,9.2,False,175.47,1.25,Low,,,
135,2024-02-03,Hotel,LHR,175.88,173.4,0.49,223,111,19247.4,0.498,36401,45,F,Silver,OTA,118,Business,CAMP_B,True,False,0.34,-0.39,True,81.39,9.09,False,246.08,13.76,High,,,
136,2024-04-25,Flight,LHR,642.28,750.01,0.67,354,234,175502.34,0.661,33423,55,F,None,OTA,85,Leisure,CAMP_B,True,False,0.12,-0.16,False,90.46,31.22,False,2029.66,69.53,Low,8089.0,879.66,False
137,2024-01-11,Flight,DXB,497.16,615.86,0.74,131,94,57890.84,0.718,11154,62,F,Silver,OTA,70,Business,CAMP_A,True,False,0.17,-0.28,False,42.45,26.22,False,2212.4,14.91,Medium,12885.0,839.53,False
138,2024-02-21,Hotel,HKG,231.34,276.79,0.7,250,171,47331.09,0.684,46697,21,M,Silver,Agent,72,Family,CAMP_A,True,False,0.06,0.19,False,17.72,10.21,False,152.53,2.09,Low,,,
139,2024-05-07,Hotel,HKG,103.85,88.57,0.35,115,43,3808.51,0.374,14329,62,M,Gold,Agent,53,Business,CAMP_B,True,False,0.11,0.41,True,45.29,9.35,False,159.04,4.5,Low,,,
140,2024-08-22,Hotel,SIN,256.72,367.5,0.93,290,273,100327.5,0.941,49076,24,F,None,Corporate,112,Family,NONE,False,False,0.0,0.71,False,93.86,8.5,False,149.28,3.4,Low,,,
141,2024-08-22,Hotel,SIN,209.88,245.35,0.67,260,173,42445.55,0.665,22122,21,F,None,Corporate,119,Other,CAMP_C,True,False,0.3,-0.29,False,30.81,8.51,False,121.61,3.57,Low,,,
142,2024-08-10,Hotel,LHR,210.74,232.05,0.6,214,126,29238.3,0.589,15781,46,M,Platinum,OTA,76,Leisure,CAMP_C,True,False,0.06,0.03,False,34.58,4.83,True,166.64,4.22,Low,,,
143,2024-08-29,Flight,CDG,404.58,564.92,0.9,212,186,105075.12,0.877,46059,43,F,Platinum,Corporate,106,Business,CAMP_A,True,False,0.33,-0.43,False,44.07,34.0,False,1857.13,87.96,Low,765.0,818.7,False
144,2024-05-04,Flight,SIN,356.97,489.44,0.87,394,340,166409.6,0.863,29796,45,M,Silver,Agent,25,Leisure,CAMP_A,True,True,0.43,-0.17,False,52.51,33.46,False,2022.82,44.12,Low,13802.0,741.69,False
145,2024-08-11,Hotel,LHR,204.79,236.29,0.65,122,81,19139.49,0.664,46793,36,F,None,Direct,38,Other,CAMP_C,True,False,0.36,-0.46,False,39.06,5.63,False,100.56,13.44,Low,,,
146,2024-08-31,Flight,CDG,606.98,743.01,0.72,202,147,109222.47,0.728,47307,60,M,None,Direct,111,Leisure,NONE,False,False,0.0,-0.34,False,97.74,23.79,False,1814.45,67.9,Low,13806.0,816.42,False
147,2024-12-20,Flight,DXB,382.3,488.68,0.78,378,297,145137.96,0.786,13219,42,M,None,Agent,84,Leisure,CAMP_A,True,False,0.55,-0.7,False,128.82,35.25,False,2399.74,37.97,Low,9035.0,893.6,False
148,2024-02-12,Hotel,DXB,233.74,296.65,0.77,81,64,18985.6,0.79,46363,51,M,Gold,Direct,34,Business,CAMP_B,True,False,0.33,-0.64,True,154.91,9.52,False,210.42,11.86,Low,,,
149,2024-11-09,Hotel,HKG,254.25,270.02,0.56,80,42,11340.84,0.525,44554,49,F,Silver,Corporate,80,Business,CAMP_A,True,False,0.04,0.77,False,40.79,7.83,False,106.37,0.66,Low,,,
150,2024-07-30,Hotel,DXB,258.8,262.73,0.52,133,70,18391.1,0.526,22298,32,M,Gold,Agent,23,Family,NONE,False,False,0.0,0.02,True,98.15,9.0,False,104.43,3.88,Low,,,
151,2024-01-11,Flight,LHR,596.38,423.46,0.21,333,68,28795.28,0.204,20644,54,M,Platinum,Corporate,7,Business,CAMP_A,True,True,0.54,0.14,True,41.15,25.28,False,1176.18,20.58,Medium,5732.0,797.01,False
152,2024-12-18,Hotel,SIN,207.48,220.99,0.57,184,106,23424.94,0.576,36732,24,F,Gold,Agent,97,Family,NONE,False,False,0.0,1.26,False,28.76,7.07,False,206.6,8.81,Medium,,,
153,2024-09-17,Hotel,HKG,172.36,271.78,1.08,114,114,30982.92,1.0,14599,18,F,Gold,OTA,115,Leisure,CAMP_A,True,True,0.58,0.31,True,33.37,5.68,False,177.1,1.36,Low,,,
154,2024-11-28,Flight,JFK,365.73,505.1,0.88,394,346,174764.6,0.878,23057,23,M,None,Corporate,31,Leisure,CAMP_A,True,False,0.27,-0.13,False,128.98,36.2,False,1584.08,18.84,Low,10660.0,974.3,False
155,2024-01-18,Hotel,LHR,104.51,149.77,0.93,148,135,20218.95,0.912,16764,29,F,None,Corporate,78,Family,CAMP_A,True,False,0.29,-0.02,False,5.72,9.19,False,90.03,14.83,Low,,,
156,2024-01-09,Flight,SYD,351.09,358.64,0.52,254,136,48775.04,0.535,43148,48,F,None,Agent,21,Family,NONE,False,False,0.0,0.85,False,15.07,28.56,False,2016.23,5.25,Low,8957.0,819.91,False
157,2024-02-01,Flight,JFK,518.69,583.35,0.62,274,174,101502.9,0.635,34331,18,M,Silver,OTA,8,Leisure,CAMP_B,True,True,0.06,0.32,False,83.7,28.36,False,1980.31,5.24,Low,4620.0,934.72,False
158,2024-05-12,Hotel,DXB,278.26,404.72,0.95,106,101,40876.72,0.953,45032,61,F,Gold,Agent,13,Family,NONE,False,False,0.0,0.69,True,83.53,10.31,False,197.15,20.06,Low,,,
159,2024-03-21,Hotel,SYD,243.61,242.41,0.5,85,43,10423.63,0.506,39266,62,M,Gold,Corporate,43,Leisure,CAMP_B,True,False,0.49,0.3,True,67.63,11.56,False,261.67,7.68,Low,,,
160,2024-03-06,Hotel,CDG,183.31,209.83,0.64,158,99,20773.17,0.627,26178,35,M,None,Direct,109,Business,CAMP_C,True,False,0.25,-0.0,True,76.16,6.01,False,113.59,15.0,Low,,,
161,2024-08-28,Hotel,SYD,240.53,249.27,0.54,282,152,37889.04,0.539,29979,32,F,Gold,OTA,104,Business,NONE,False,False,0.0,0.72,True,174.89,5.13,False,133.98,14.4,Low,,,
162,2024-09-04,Hotel,JFK,200.22,247.39,0.74,66,47,11627.33,0.712,30932,47,M,Gold,Corporate,35,Leisure,NONE,False,False,0.0,-0.87,False,51.47,7.54,False,62.81,11.53,Medium,,,
163,2024-03-08,Hotel,JFK,193.44,277.48,0.93,297,276,76584.48,0.929,45036,25,F,None,Agent,104,Leisure,CAMP_B,True,False,0.38,-1.04,True,26.6,7.88,False,212.89,7.81,Medium,,,
164,2024-05-22,Hotel,JFK,214.25,293.95,0.87,102,92,27043.4,0.902,35843,33,F,Platinum,OTA,108,Leisure,CAMP_A,True,True,0.51,0.59,True,32.74,9.8,False,107.63,28.31,Low,,,
165,2024-12-31,Flight,HKG,633.87,673.01,0.56,381,211,142005.11,0.554,25472,47,F,Platinum,OTA,39,Business,NONE,False,False,0.0,-0.33,True,102.21,29.96,False,1814.39,23.91,Low,5190.0,860.19,False
166,2024-06-19,Hotel,LHR,160.99,210.66,0.81,140,116,24436.56,0.829,20419,23,F,None,OTA,110,Business,NONE,False,False,0.0,0.63,False,28.16,4.27,False,158.28,8.54,Low,,,
167,2024-08-29,Flight,SYD,385.27,526.71,0.87,172,144,75846.24,0.837,17970,53,M,None,Agent,11,Business,NONE,False,False,0.0,0.96,True,20.09,28.09,False,2576.18,13.22,Low,9377.0,910.55,False
168,2024-06-27,Hotel,CDG,152.41,177.4,0.66,220,148,26255.2,0.673,27745,52,F,None,Corporate,61,Leisure,CAMP_B,True,False,0.15,-1.0,False,18.74,12.8,False,141.3,11.95,Medium,,,
169,2024-05-28,Hotel,CDG,229.99,341.25,0.98,300,291,99303.75,0.97,34240,59,F,None,Agent,90,Business,CAMP_A,True,False,0.05,-0.66,False,26.44,6.26,False,158.62,9.01,Low,,,
170,2024-08-29,Hotel,HKG,199.44,217.87,0.59,202,120,26144.4,0.594,16550,60,F,None,OTA,13,Leisure,CAMP_C,True,True,0.02,0.91,False,78.35,8.08,False,131.49,5.88,Low,,,
171,2024-09-11,Hotel,CDG,205.9,212.64,0.53,244,128,27217.92,0.525,42863,40,M,None,Agent,8,Business,NONE,False,False,0.0,1.15,False,18.67,9.3,False,142.09,3.68,Low,,,
172,2024-02-11,Hotel,CDG,122.04,152.74,0.75,85,59,9011.66,0.694,20345,30,F,None,Direct,104,Leisure,CAMP_A,True,False,0.04,0.24,True,64.45,7.24,False,163.97,4.72,Medium,,,
173,2024-07-28,Flight,CDG,334.93,431.75,0.79,209,164,70807.0,0.785,13487,40,M,None,Direct,56,Family,CAMP_A,True,False,0.43,-0.99,False,68.19,27.13,False,2064.32,34.13,Medium,6503.0,842.29,False
174,2024-07-06,Hotel,SYD,127.59,160.93,0.76,167,126,20277.18,0.754,48168,44,M,None,Corporate,41,Business,CAMP_A,True,True,0.55,-0.25,False,37.11,6.91,False,102.63,5.25,Low,,,
175,2024-08-12,Hotel,CDG,293.52,313.26,0.57,176,101,31639.26,0.574,13146,54,F,None,OTA,38,Leisure,CAMP_B,True,False,0.35,-0.53,True,58.1,8.2,True,139.5,3.06,Low,,,
176,2024-06-17,Hotel,SYD,252.85,330.02,0.81,136,107,35312.14,0.787,31977,20,F,Silver,Agent,64,Leisure,NONE,False,False,0.0,-0.2,False,106.19,5.04,False,218.74,9.62,Low,,,
177,2024-03-12,Hotel,JFK,207.79,254.15,0.72,93,65,16519.75,0.699,20622,43,M,None,OTA,99,Leisure,NONE,False,False,0.0,0.13,False,95.99,7.16,False,121.95,25.57,Medium,,,
178,2024-12-26,Flight,JFK,564.25,667.92,0.68,394,272,181674.24,0.69,48337,56,M,None,OTA,15,Family,NONE,False,False,0.0,0.28,False,67.59,32.52,False,2184.13,35.6,Low,14594.0,887.38,False
179,2024-05-27,Flight,CDG,528.06,635.89,0.7,354,246,156428.94,0.695,49031,44,F,Silver,Direct,21,Business,CAMP_C,True,False,0.23,-0.38,True,80.49,26.03,False,2228.36,79.85,Low,14058.0,826.24,False
180,2024-02-19,Hotel,CDG,253.51,308.03,0.72,108,77,23718.31,0.713,34150,56,F,Silver,Direct,91,Other,NONE,False,False,0.0,-0.27,False,27.17,4.9,False,148.42,2.67,Low,,,
181,2024-11-26,Flight,LHR,296.55,351.46,0.69,198,134,47095.64,0.677,18644,53,F,None,Corporate,8,Business,CAMP_A,True,True,0.44,0.19,False,27.85,41.69,False,1849.78,10.06,Low,4423.0,793.4,False
182,2024-03-10,Flight,HKG,618.37,436.2,0.21,253,48,20937.6,0.19,44202,24,F,Silver,OTA,96,Leisure,CAMP_B,True,False,0.6,0.49,True,89.06,29.39,False,2316.69,22.58,Low,11876.0,813.82,False
183,2024-08-27,Hotel,CDG,293.73,371.84,0.77,170,128,47595.52,0.753,16693,46,M,None,Direct,74,Leisure,CAMP_A,True,False,0.27,-0.12,False,37.76,8.23,False,87.45,2.35,Low,,,
184,2024-08-04,Hotel,SIN,182.97,216.93,0.69,261,176,38179.68,0.674,45697,54,M,Silver,Agent,64,Leisure,NONE,False,False,0.0,0.24,True,24.26,8.8,False,181.19,10.04,Low,,,
185,2024-12-05,Hotel,SIN,194.32,191.67,0.49,272,127,24342.09,0.467,30447,44,F,None,OTA,73,Family,CAMP_B,True,False,0.5,0.65,True,63.72,10.24,False,116.55,7.55,High,,,
186,2024-10-31,Hotel,LHR,203.31,273.12,0.84,138,120,32774.4,0.87,19947,61,M,None,OTA,44,Leisure,CAMP_B,True,False,0.03,-0.17,True,87.58,7.36,False,104.99,16.32,Low,,,
187,2024-10-25,Hotel,LHR,198.88,261.84,0.82,221,176,46083.84,0.796,22850,39,M,Gold,OTA,46,Leisure,CAMP_B,True,True,0.1,0.15,True,25.26,7.6,False,155.55,3.9,Low,,,
188,2024-08-05,Hotel,CDG,230.54,374.34,1.12,144,144,53904.96,1.0,33115,37,F,None,Corporate,24,Business,CAMP_A,True,False,0.32,0.59,False,10.78,6.15,False,139.94,11.13,Low,,,
189,2024-02-26,Hotel,DXB,146.31,183.93,0.76,135,103,18944.79,0.763,46797,41,M,Silver,Agent,62,Other,CAMP_C,True,True,0.44,-0.56,False,28.79,7.47,True,150.1,14.24,Low,,,
190,2024-06-08,Hotel,SYD,204.29,291.31,0.93,281,263,76614.53,0.936,47913,37,F,Silver,Corporate,80,Leisure,NONE,False,False,0.0,-0.06,False,128.88,8.5,False,131.04,7.85,Low,,,
191,2024-04-21,Hotel,CDG,229.66,236.53,0.53,281,151,35716.03,0.537,23068,35,F,Gold,OTA,2,Business,CAMP_B,True,False,0.47,0.82,True,39.09,6.18,False,53.69,11.64,Medium,,,
192,2024-02-25,Flight,SIN,579.52,819.2,0.91,294,264,216268.8,0.898,43949,29,M,Silver,Corporate,65,Business,CAMP_A,True,True,0.01,-0.39,False,41.86,25.33,False,1834.73,60.32,Low,11888.0,858.1,False
193,2024-12-03,Flight,SIN,713.67,904.5,0.77,312,238,215271.0,0.763,23421,45,F,None,Direct,20,Business,NONE,False,False,0.0,0.87,True,94.94,28.0,False,1813.16,10.02,Low,6603.0,895.8,False
194,2024-11-16,Hotel,CDG,247.73,345.43,0.89,69,65,22452.95,0.942,10376,46,M,Gold,Direct,116,Business,CAMP_A,True,True,0.47,-0.05,False,91.17,8.58,False,90.8,4.69,Low,,,
195,2024-08-16,Flight,SIN,411.89,469.5,0.64,178,108,50706.0,0.607,21167,25,M,None,Direct,20,Leisure,CAMP_B,True,False,0.09,0.49,False,98.47,31.61,False,2098.17,61.81,High,10435.0,858.65,False
196,2024-06-17,Hotel,SYD,251.43,304.39,0.71,299,212,64530.68,0.709,15484,51,M,Gold,Agent,108,Leisure,CAMP_C,True,True,0.31,-0.12,True,26.22,9.88,False,153.07,1.36,Medium,,,
197,2024-10-30,Hotel,DXB,180.48,237.73,0.82,243,202,48021.46,0.831,34271,26,F,None,Corporate,71,Leisure,CAMP_A,True,True,0.46,0.21,False,46.3,9.43,False,117.8,2.38,Low,,,
198,2024-01-27,Hotel,HKG,252.29,348.3,0.88,128,110,38313.0,0.859,20555,31,M,Platinum,Agent,120,Leisure,CAMP_A,True,True,0.2,-0.13,True,54.34,9.18,False,166.82,11.5,Low,,,
199,2024-11-21,Hotel,HKG,297.07,405.14,0.86,96,85,34436.9,0.885,12645,51,F,Platinum,Direct,105,Business,CAMP_C,True,False,0.32,-0.38,True,63.4,9.42,False,193.05,2.07,Low,,,
200,2024-06-23,Hotel,HKG,254.01,349.67,0.88,271,237,82871.79,0.875,48193,25,M,Silver,OTA,61,Leisure,CAMP_C,True,False,0.43,-0.51,True,55.2,8.65,False,132.18,3.31,Low,,,
201,2024-01-04,Hotel,HKG,189.83,259.34,0.87,262,221,57314.14,0.844,26945,68,M,Platinum,Direct,36,Leisure,NONE,False,False,0.0,-0.84,False,41.89,7.25,False,128.33,0.29,Medium,,,
202,2024-09-02,Flight,JFK,516.48,706.73,0.87,264,226,159720.98,0.856,37406,56,M,None,Direct,99,Family,CAMP_C,True,False,0.45,-0.37,True,152.62,29.07,False,2361.31,24.02,Low,6101.0,825.24,False
203,2024-06-26,Hotel,DXB,164.16,214.57,0.81,227,182,39051.74,0.802,43106,57,M,None,Corporate,66,Leisure,CAMP_C,True,False,0.27,-0.16,True,88.17,7.63,False,177.69,9.21,Low,,,
204,2024-04-02,Hotel,CDG,240.76,285.22,0.68,242,168,47916.96,0.694,28775,66,M,None,Corporate,27,Business,CAMP_B,True,False,0.43,0.57,False,29.61,4.35,False,98.88,16.73,Low,,,
205,2024-09-12,Hotel,LHR,220.26,290.29,0.82,291,241,69959.89,0.828,47434,33,F,Gold,Corporate,9,Leisure,NONE,False,False,0.0,-0.21,False,187.79,8.94,True,153.93,22.02,Low,,,
206,2024-01-16,Hotel,SYD,124.25,145.54,0.67,297,199,28962.46,0.67,35815,51,M,Gold,Direct,7,Business,NONE,False,False,0.0,0.63,False,11.1,6.84,False,165.62,0.42,Medium,,,
207,2024-01-23,Hotel,JFK,171.78,227.26,0.82,58,45,10226.7,0.776,14077,35,M,Gold,OTA,40,Business,CAMP_C,True,False,0.55,-0.23,False,47.53,6.03,False,118.62,22.61,Low,,,
208,2024-12-03,Hotel,SYD,242.09,265.82,0.6,243,145,38543.9,0.597,45817,61,M,Silver,Agent,32,Family,CAMP_A,True,False,0.49,0.07,True,66.33,5.74,False,173.27,2.97,Low,,,
209,2024-05-03,Hotel,SIN,215.77,249.28,0.66,169,112,27919.36,0.663,15444,59,F,None,Direct,110,Leisure,NONE,False,False,0.0,0.45,False,11.41,9.45,False,143.36,5.37,Low,,,
210,2024-01-14,Flight,SIN,413.35,473.09,0.64,196,130,61501.7,0.663,12351,33,F,None,Agent,86,Leisure,CAMP_A,True,False,0.23,0.55,True,38.25,39.93,False,1724.15,33.55,Low,1682.0,854.85,False
211,2024-12-02,Hotel,LHR,124.71,139.74,0.62,80,52,7266.48,0.65,46435,63,M,Silver,OTA,120,Business,CAMP_A,True,False,0.48,0.02,False,110.22,4.25,False,199.7,1.1,Low,,,
212,2024-09-04,Flight,JFK,722.94,905.97,0.75,252,191,173040.27,0.758,14365,40,M,Silver,OTA,41,Other,CAMP_C,True,False,0.19,-0.02,False,33.17,34.79,True,1786.84,0.05,Low,6263.0,824.47,False
213,2024-03-22,Flight,HKG,540.21,606.34,0.62,170,107,64878.38,0.629,38795,34,M,None,Agent,28,Business,NONE,False,False,0.0,0.76,False,21.37,42.43,False,2077.81,42.39,Low,11027.0,838.65,False
214,2024-07-14,Hotel,SIN,236.52,277.8,0.67,60,41,11389.8,0.683,38368,37,F,None,OTA,81,Business,CAMP_C,True,False,0.16,-0.62,False,41.14,6.75,False,130.37,0.74,Low,,,
215,2024-12-16,Flight,DXB,501.64,655.83,0.81,308,243,159366.69,0.789,34324,51,F,Gold,Agent,70,Business,CAMP_A,True,False,0.26,-0.36,False,35.09,36.38,False,2141.94,11.58,Low,3588.0,854.85,False
216,2024-01-11,Flight,LHR,472.12,535.16,0.63,216,132,70641.12,0.611,37675,20,M,Silver,Agent,95,Family,CAMP_B,True,False,0.01,-0.67,True,25.86,27.77,False,1948.09,0.04,Medium,8649.0,837.95,False
217,2024-01-27,Hotel,LHR,174.35,240.06,0.88,121,104,24966.24,0.86,21720,54,F,None,Corporate,17,Family,CAMP_C,True,True,0.33,0.03,False,43.14,7.95,True,155.34,1.94,Low,,,
218,2024-03-17,Flight,DXB,352.59,472.19,0.84,306,259,122297.21,0.846,16581,19,M,Silver,OTA,106,Leisure,CAMP_A,True,True,0.04,-0.5,False,25.83,30.8,False,1754.37,2.66,Low,1860.0,837.5,False
219,2024-07-07,Hotel,LHR,83.48,111.74,0.84,295,249,27823.26,0.844,23117,58,M,Gold,Corporate,112,Leisure,CAMP_C,True,False,0.41,0.84,True,21.44,7.17,False,121.92,16.62,Low,,,
220,2024-03-25,Hotel,SYD,205.98,257.22,0.75,213,156,40126.32,0.732,23963,39,M,None,Direct,49,Business,CAMP_A,True,False,0.17,0.64,True,52.06,3.93,False,166.55,0.06,Low,,,
221,2024-06-02,Hotel,LHR,182.3,252.67,0.89,131,117,29562.39,0.893,30926,19,M,None,Corporate,115,Business,CAMP_A,True,True,0.46,0.76,True,48.53,4.74,False,92.39,2.94,Low,,,
222,2024-01-12,Hotel,JFK,269.21,340.28,0.76,164,127,43215.56,0.774,33265,63,F,None,Direct,16,Family,CAMP_A,True,True,0.26,0.81,True,35.61,6.0,False,168.16,6.08,Medium,,,
223,2024-07-31,Flight,JFK,341.89,414.28,0.71,203,142,58827.76,0.7,12811,58,M,Silver,Agent,101,Leisure,CAMP_A,True,False,0.2,-0.84,False,67.66,28.84,False,2046.28,64.23,Medium,13649.0,855.35,False
224,2024-11-11,Hotel,DXB,211.06,240.59,0.64,130,81,19487.79,0.623,15101,52,F,None,Direct,79,Business,CAMP_B,True,False,0.18,0.26,False,12.24,5.96,False,153.42,1.77,High,,,
225,2024-02-10,Flight,CDG,557.25,731.57,0.81,300,242,177039.94,0.807,43260,38,M,None,Direct,24,Business,NONE,False,False,0.0,0.36,False,138.32,42.93,False,2179.43,6.5,Low,11601.0,805.84,False
226,2024-09-25,Hotel,HKG,295.69,420.22,0.92,129,122,51266.84,0.946,15721,56,F,None,Direct,91,Business,NONE,False,False,0.0,-0.17,False,31.81,4.94,False,204.67,7.81,Low,,,
227,2024-08-09,Hotel,LHR,280.55,380.04,0.85,267,226,85889.04,0.846,38150,60,M,Platinum,Agent,58,Business,NONE,False,False,0.0,-0.0,False,46.74,7.63,False,96.19,3.59,Low,,,
228,2024-07-25,Hotel,CDG,193.89,220.3,0.64,135,81,17844.3,0.6,29623,70,F,Silver,Agent,95,Family,CAMP_B,True,True,0.39,-0.05,True,28.16,7.47,False,159.49,9.06,Low,,,
229,2024-05-23,Flight,SYD,382.04,515.5,0.85,176,153,78871.5,0.869,29691,63,F,None,Direct,48,Leisure,NONE,False,False,0.0,0.5,False,165.28,28.24,False,1888.83,36.27,Medium,11592.0,883.43,False
230,2024-07-15,Hotel,JFK,188.52,246.82,0.81,222,174,42946.68,0.784,14369,26,F,None,OTA,3,Leisure,CAMP_A,True,False,0.6,0.36,False,37.52,7.44,False,119.28,4.5,Low,,,
231,2024-12-10,Hotel,SIN,239.78,273.56,0.64,166,104,28450.24,0.627,48664,30,M,Silver,Direct,90,Leisure,CAMP_A,True,False,0.21,0.22,False,139.56,10.23,False,152.96,14.27,Low,,,
232,2024-11-18,Flight,SYD,665.97,821.27,0.73,131,99,81305.73,0.756,40384,19,M,None,Corporate,78,Business,NONE,False,False,0.0,-0.1,False,82.13,27.21,False,1716.88,3.78,Medium,3059.0,817.79,False
233,2024-10-12,Hotel,LHR,291.89,415.85,0.92,120,107,44495.95,0.892,40874,64,F,None,Direct,19,Business,CAMP_B,True,False,0.22,0.28,False,86.87,12.46,False,201.07,3.9,Medium,,,
234,2024-01-10,Hotel,JFK,149.12,185.81,0.75,89,68,12635.08,0.764,22349,70,M,Silver,Direct,85,Other,CAMP_C,True,True,0.23,0.11,False,70.73,8.16,False,200.16,10.67,High,,,
235,2024-01-23,Hotel,CDG,221.27,310.12,0.9,181,161,49929.32,0.89,12070,35,M,Silver,Direct,44,Family,NONE,False,False,0.0,0.12,False,72.13,5.26,True,225.56,9.33,Medium,,,
236,2024-04-15,Hotel,DXB,211.85,220.81,0.54,253,137,30250.97,0.542,18440,39,F,None,Agent,21,Family,CAMP_B,True,False,0.51,-0.03,False,59.61,7.31,False,149.92,6.87,Medium,,,
237,2024-04-11,Flight,DXB,785.17,1062.15,0.85,328,282,299526.3,0.86,20381,59,M,Gold,Corporate,104,Business,NONE,False,False,0.0,1.12,True,93.32,33.25,False,1651.92,5.01,Medium,7416.0,796.18,False
238,2024-12-10,Hotel,HKG,214.68,279.24,0.8,211,166,46353.84,0.787,24565,70,M,Gold,Direct,36,Leisure,CAMP_B,True,True,0.42,0.57,False,49.6,5.04,False,247.57,7.49,Low,,,
239,2024-03-29,Hotel,CDG,253.22,272.29,0.58,91,54,14703.66,0.593,32505,38,F,Silver,Agent,112,Other,CAMP_C,True,False,0.32,0.7,True,64.1,9.99,False,119.44,3.68,Medium,,,
240,2024-01-02,Hotel,JFK,160.27,204.39,0.78,80,60,12263.4,0.75,18127,36,M,Gold,Direct,51,Leisure,CAMP_B,True,True,0.13,-0.52,False,67.7,7.64,False,114.53,21.07,Low,,,
241,2024-04-06,Hotel,CDG,234.82,321.62,0.87,65,57,18332.34,0.877,11872,47,M,Silver,Direct,65,Family,CAMP_B,True,False,0.12,0.33,True,128.58,8.79,False,109.78,2.52,Low,,,
242,2024-10-17,Hotel,JFK,111.36,146.06,0.81,201,160,23369.6,0.796,27514,47,F,None,Direct,12,Leisure,NONE,False,False,0.0,0.4,False,30.6,5.31,False,78.55,16.51,High,,,
243,2024-08-16,Hotel,CDG,221.02,269.3,0.72,157,108,29084.4,0.688,47704,63,F,None,Agent,3,Family,CAMP_A,True,True,0.13,-0.35,False,207.07,8.21,False,140.95,4.67,Low,,,
244,2024-03-03,Hotel,LHR,176.16,250.76,0.92,60,55,13791.8,0.917,28562,50,F,Silver,OTA,66,Business,NONE,False,False,0.0,-0.77,False,61.59,6.34,False,197.47,5.56,Low,,,
245,2024-11-04,Hotel,DXB,222.7,235.23,0.56,217,116,27286.68,0.535,30549,19,M,None,Corporate,1,Business,CAMP_C,True,False,0.22,0.79,True,103.58,6.7,False,114.44,1.42,Medium,,,
246,2024-06-19,Flight,SYD,478.95,554.75,0.66,197,131,72672.25,0.665,14158,61,M,Gold,Corporate,5,Business,NONE,False,False,0.0,0.09,True,45.12,27.69,False,2213.81,10.19,Medium,7178.0,864.37,False
